# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 2)   1.391 us    |  mutex_unlock();
 1)   3.294 us    |  }
 3)   3.849 us    |        }
 3)   4.632 us    |      }
 0)               |    mutex_lock() {
 3)   5.442 us    |    }
 0)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_start */
 0)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 3)   0.447 us    |    mutex_unlock();
 0)   0.480 us    |          mutex_spin_on_owner();
 1)   0.438 us    |    mutex_lock();
 3)   8.307 us    |  }
 0)   1.353 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.297 us    |  }
 0)   3.444 us    |        }
 0)   4.227 us    |      }
 3)               |    mutex_lock() {
 0)   5.031 us    |    }
 3)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_stop */
 3)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 0)   0.468 us    |    mutex_unlock();
 3)   0.462 us    |          mutex_spin_on_owner();
 1)               |    mutex_lock() {
 3)   1.668 us    |        }
 1)               |      __mutex_lock_slowpath() {
 0)   7.950 us    |  }
 3)   2.454 us    |      }
 1)               |        __mutex_lock.isra.0() {
 1)   1.845 us    |          mutex_spin_on_owner();
 3)   3.255 us    |    }
 3)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 3)   0.435 us    |    mutex_unlock();
 0)   0.483 us    |    mutex_lock();
 3)   6.540 us    |  }
 1)   1.455 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.630 us    |  }
 1)   4.827 us    |        }
 3)               |    mutex_lock() {
 1)   5.613 us    |      }
 3)               |      __mutex_lock_slowpath() {
 1)   6.510 us    |    }
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 3)   0.819 us    |          mutex_spin_on_owner();
 0)               |  do_syscall_64() {
 1)   0.450 us    |    mutex_unlock();
 0)   0.489 us    |    mutex_lock();
 1)   9.588 us    |  }
 3)   1.500 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.348 us    |  }
 3)   3.858 us    |        }
 1)               |    mutex_lock() {
 3)   4.638 us    |      }
 1)               |      __mutex_lock_slowpath() {
 3)   5.439 us    |    }
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 1)   0.816 us    |          mutex_spin_on_owner();
 3)   0.456 us    |    mutex_unlock();
 0)   0.444 us    |    mutex_lock();
 3)   8.412 us    |  }
 1)   1.493 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.417 us    |  }
 1)   3.794 us    |        }
 1)   4.568 us    |      }
 3)               |    mutex_lock() {
 1)   5.414 us    |    }
 3)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_start */
 3)               |        __mutex_lock.isra.0() {
 0)               |  do_syscall_64() {
 3)   1.104 us    |          mutex_spin_on_owner();
 1)   0.930 us    |    mutex_unlock();
 0)               |    mutex_lock() {
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 1)   8.918 us    |  }
 3)   2.172 us    |        }
 0)   2.028 us    |          mutex_spin_on_owner();
 3)   2.964 us    |      }
 3)   3.777 us    |    }
 3)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.435 us    |    mutex_unlock();
 1)               |    mutex_lock() {
 3)   6.639 us    |  }
 0)   3.078 us    |        }
 1)               |      __mutex_lock_slowpath() {
 0)   3.864 us    |      }
 1)               |        __mutex_lock.isra.0() {
 0)   4.743 us    |    }
 1)   1.533 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 0)   0.444 us    |    mutex_unlock();
 3)   0.489 us    |    mutex_lock();
 0)   7.716 us    |  }
 1)   1.326 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.333 us    |  }
 1)   4.326 us    |        }
 1)   5.109 us    |      }
 0)               |    mutex_lock() {
 1)   5.973 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 0)   0.782 us    |          mutex_spin_on_owner();
 1)   0.450 us    |    mutex_unlock();
 3)   0.492 us    |    mutex_lock();
 1)   9.135 us    |  }
 0)   1.500 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.438 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.471 us    |  }
 0)   3.803 us    |        }
 1)               |    mutex_lock() {
 0)   4.592 us    |      }
 1)               |      __mutex_lock_slowpath() {
 0)   5.426 us    |    }
 1)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_start */
 3)               |  do_syscall_64() {
 1)   0.795 us    |          mutex_spin_on_owner();
 0)   0.447 us    |    mutex_unlock();
 3)   0.441 us    |    mutex_lock();
 0)   8.402 us    |  }
 1)   1.443 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.384 us    |  }
 1)   3.723 us    |        }
 1)   4.503 us    |      }
 0)               |    mutex_lock() {
 1)   5.310 us    |    }
 0)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_start */
 0)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 0)   0.603 us    |          mutex_spin_on_owner();
 1)   0.450 us    |    mutex_unlock();
 3)   0.441 us    |    mutex_lock();
 1)   8.313 us    |  }
 0)   1.443 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.438 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.288 us    |  }
 0)   3.573 us    |        }
 0)   4.353 us    |      }
 1)               |    mutex_lock() {
 0)   5.157 us    |    }
 1)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_stop */
 1)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 0)   0.447 us    |    mutex_unlock();
 1)   0.483 us    |          mutex_spin_on_owner();
 3)   0.441 us    |    mutex_lock();
 0)   8.034 us    |  }
 1)   1.329 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.438 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.281 us    |  }
 1)   3.431 us    |        }
 1)   4.220 us    |      }
 0)               |    mutex_lock() {
 1)   5.018 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 0)   0.639 us    |          mutex_spin_on_owner();
 1)   0.447 us    |    mutex_unlock();
 3)               |    mutex_lock() {
 1)   7.943 us    |  }
 0)   1.692 us    |        }
 3)               |      __mutex_lock_slowpath() {
 0)   2.469 us    |      }
 3)               |        __mutex_lock.isra.0() {
 0)   3.273 us    |    }
 3)   1.413 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 0)   0.438 us    |    mutex_unlock();
 1)   0.489 us    |    mutex_lock();
 0)   6.198 us    |  }
 3)   1.458 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.351 us    |  }
 3)   4.329 us    |        }
 3)   5.106 us    |      }
 0)               |    mutex_lock() {
 3)   6.000 us    |    }
 0)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 0)   0.588 us    |          mutex_spin_on_owner();
 3)   0.450 us    |    mutex_unlock();
 1)   0.492 us    |    mutex_lock();
 3)   9.069 us    |  }
 0)   1.613 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.456 us    |  }
 0)   3.746 us    |        }
 3)               |    mutex_lock() {
 0)   4.529 us    |      }
 3)               |      __mutex_lock_slowpath() {
 0)   5.333 us    |    }
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.861 us    |          mutex_spin_on_owner();
 0)   0.438 us    |    mutex_unlock();
 1)   0.441 us    |    mutex_lock();
 0)   8.288 us    |  }
 3)   1.446 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.432 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.387 us    |  }
 3)   3.834 us    |        }
 0)               |    mutex_lock() {
 3)   4.614 us    |      }
 3)   5.448 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 0)   0.744 us    |          mutex_spin_on_owner();
 3)   0.447 us    |    mutex_unlock();
 1)   0.441 us    |    mutex_lock();
 3)   8.436 us    |  }
 0)   1.452 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.291 us    |  }
 0)   3.717 us    |        }
 0)   4.497 us    |      }
 3)               |    mutex_lock() {
 0)   5.301 us    |    }
 3)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_start */
 3)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 3)   0.623 us    |          mutex_spin_on_owner();
 0)   0.453 us    |    mutex_unlock();
 1)   0.444 us    |    mutex_lock();
 0)   8.310 us    |  }
 3)   1.359 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.438 us    |    mutex_unlock();
 1)   3.344 us    |  }
 0)               |  do_syscall_64() {
 3)   3.500 us    |        }
 3)   4.280 us    |      }
 0)               |    mutex_lock() {
 3)   5.081 us    |    }
 0)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 3)   0.459 us    |    mutex_unlock();
 0)   0.468 us    |          mutex_spin_on_owner();
 1)   0.441 us    |    mutex_lock();
 3)   7.922 us    |  }
 0)   1.599 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.408 us    |  }
 0)   3.924 us    |        }
 3)               |    mutex_lock() {
 0)   4.803 us    |      }
 3)               |      __mutex_lock_slowpath() {
 0)   5.607 us    |    }
 3)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 0)               |  /* mutex_stop */
 3)   1.317 us    |          mutex_spin_on_owner();
 1)               |    mutex_lock() {
 0)   0.435 us    |    mutex_unlock();
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 0)   8.787 us    |  }
 3)   2.448 us    |        }
 1)   2.316 us    |          mutex_spin_on_owner();
 3)   3.237 us    |      }
 3)   4.116 us    |    }
 3)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 3)   0.438 us    |    mutex_unlock();
 0)   0.486 us    |    mutex_lock();
 3)   7.371 us    |  }
 1)   1.377 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.438 us    |    mutex_unlock();
 0)   3.437 us    |  }
 3)               |  do_syscall_64() {
 1)   5.343 us    |        }
 1)   6.126 us    |      }
 3)               |    mutex_lock() {
 1)   7.008 us    |    }
 3)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_start */
 3)               |        __mutex_lock.isra.0() {
 0)               |  do_syscall_64() {
 3)   0.549 us    |          mutex_spin_on_owner();
 1)   0.447 us    |    mutex_unlock();
 0)   0.516 us    |    mutex_lock();
 1) + 10.020 us   |  }
 3)   1.554 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.486 us    |  }
 3)   3.756 us    |        }
 1)               |    mutex_lock() {
 3)   4.539 us    |      }
 1)               |      __mutex_lock_slowpath() {
 3)   5.355 us    |    }
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 1)   0.723 us    |          mutex_spin_on_owner();
 3)   0.456 us    |    mutex_unlock();
 0)   0.441 us    |    mutex_lock();
 3)   8.244 us    |  }
 1)   1.356 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.291 us    |  }
 1)   3.594 us    |        }
 3)               |    mutex_lock() {
 1)   4.380 us    |      }
 3)               |      __mutex_lock_slowpath() {
 1)   5.448 us    |    }
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 3)   1.274 us    |          mutex_spin_on_owner();
 0)               |    mutex_lock() {
 1)   0.459 us    |    mutex_unlock();
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 1)   8.792 us    |  }
 3)   2.348 us    |        }
 3)   3.143 us    |      }
 0)   2.043 us    |          mutex_spin_on_owner();
 3)   3.953 us    |    }
 3)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 3)   0.438 us    |    mutex_unlock();
 1)   0.489 us    |    mutex_lock();
 3)   6.827 us    |  }
 0)   1.554 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.444 us    |  }
 0)   5.118 us    |        }
 0)   5.895 us    |      }
 3)               |    mutex_lock() {
 0)   6.783 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.714 us    |          mutex_spin_on_owner();
 0)   0.453 us    |    mutex_unlock();
 1)   0.441 us    |    mutex_lock();
 0)   9.816 us    |  }
 3)   1.461 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.300 us    |  }
 3)   3.711 us    |        }
 0)               |    mutex_lock() {
 3)   4.488 us    |      }
 3)   5.304 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.783 us    |          mutex_spin_on_owner();
 3)   0.450 us    |    mutex_unlock();
