# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 1)   2.346 us    |    } /* mutex_lock */
 1)   0.197 us    |    mutex_unlock();
 1)   1.507 us    |  }
 1)               |  do_syscall_64() {
 1)   0.208 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.197 us    |    mutex_unlock();
 1)   1.589 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.600 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.191 us    |    mutex_unlock();
 1)   1.466 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.197 us    |    mutex_unlock();
 1)   1.482 us    |  }
 1)               |  do_syscall_64() {
 1)   0.202 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.525 us    |  }
 1)               |  do_syscall_64() {
 1)   0.195 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.541 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.483 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.207 us    |    mutex_unlock();
 1)   1.496 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.619 us    |          mutex_spin_on_owner();
 1)   0.634 us    |          mutex_spin_on_owner();
 1)   1.902 us    |        }
 1)   2.242 us    |      }
 1)   2.646 us    |    }
 1)               |  /* mutex_stop */
 1)   0.219 us    |    mutex_unlock();
 1)   4.055 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.424 us    |          mutex_spin_on_owner();
 1)   0.927 us    |        }
 1)   1.260 us    |      }
 1)   1.650 us    |    }
 1)               |  /* mutex_start */
 1)   0.221 us    |    mutex_unlock();
 1)   2.963 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.365 us    |          mutex_spin_on_owner();
 1)   0.726 us    |          mutex_spin_on_owner();
 1)   1.821 us    |        }
 1)   2.157 us    |      }
 1)   2.505 us    |    }
 1)               |  /* mutex_stop */
 1)   0.225 us    |    mutex_unlock();
 1)   3.810 us    |  }
 1)               |  do_syscall_64() {
 1)   0.215 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.488 us    |  }
 1)               |  do_syscall_64() {
 1)   0.215 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.533 us    |  }
 1)               |  do_syscall_64() {
 1)   0.195 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.198 us    |    mutex_unlock();
 1)   1.524 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.696 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.515 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.477 us    |  }
 1)               |  do_syscall_64() {
 1)   0.202 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.198 us    |    mutex_unlock();
 1)   1.518 us    |  }
 1)               |  do_syscall_64() {
 1)   0.223 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.558 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.503 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.545 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.460 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.677 us    |          mutex_spin_on_owner();
 1)   0.676 us    |          mutex_spin_on_owner();
 1)   2.034 us    |        }
 1)   2.369 us    |      }
 1)   2.760 us    |    }
 1)               |  /* mutex_stop */
 1)   0.209 us    |    mutex_unlock();
 1)   4.188 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.353 us    |          mutex_spin_on_owner();
 1)   0.774 us    |          mutex_spin_on_owner();
 1)   1.827 us    |        }
 1)   2.160 us    |      }
 1)   2.519 us    |    }
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   3.851 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.222 us    |          mutex_spin_on_owner();
 1)   0.711 us    |          mutex_spin_on_owner();
 1)   1.761 us    |        }
 1)   2.097 us    |      }
 1)   2.444 us    |    }
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   3.719 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.296 us    |          mutex_spin_on_owner();
 1)   0.794 us    |        }
 1)   1.138 us    |      }
 1)   1.481 us    |    }
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   2.801 us    |  }
 1)               |  do_syscall_64() {
 1)   0.216 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.632 us    |  }
 1)               |  do_syscall_64() {
 1)   0.216 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.537 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.497 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.484 us    |  }
 1)               |  do_syscall_64() {
 1)   0.196 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.191 us    |    mutex_unlock();
 1)   1.567 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.507 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.197 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.197 us    |    mutex_unlock();
 1)   1.485 us    |  }
 1)               |  do_syscall_64() {
 1)   0.199 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.521 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.207 us    |    mutex_unlock();
 1)   1.599 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.485 us    |  }
 1)               |  do_syscall_64() {
 1)   0.207 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.481 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.527 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.512 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.492 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.197 us    |    mutex_unlock();
 1)   1.488 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.656 us    |          mutex_spin_on_owner();
 1)   0.523 us    |          mutex_spin_on_owner();
 1)   1.921 us    |        }
 1)   2.254 us    |      }
 1)   2.645 us    |    }
 1)               |  /* mutex_stop */
 1)   0.236 us    |    mutex_unlock();
 1)   4.084 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.389 us    |          mutex_spin_on_owner();
 1)   0.636 us    |          mutex_spin_on_owner();
 1)   1.740 us    |        }
 1)   2.073 us    |      }
 1)   2.432 us    |    }
 1)               |  /* mutex_start */
 1)   0.209 us    |    mutex_unlock();
 1)   3.809 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.215 us    |          mutex_spin_on_owner();
 1)   0.606 us    |          mutex_spin_on_owner();
 1)   1.559 us    |        }
 1)   1.893 us    |      }
 1)   2.243 us    |    }
 1)               |  /* mutex_stop */
 1)   0.208 us    |    mutex_unlock();
 1)   3.545 us    |  }
 1)               |  do_syscall_64() {
 1)   0.216 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.479 us    |  }
 1)               |  do_syscall_64() {
 1)   0.222 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.197 us    |    mutex_unlock();
 1)   1.545 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.201 us    |    mutex_unlock();
 1)   1.522 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.473 us    |  }
 1)               |  do_syscall_64() {
 1)   0.213 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.507 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.524 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.510 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.191 us    |    mutex_unlock();
 1)   1.470 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.486 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.562 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.620 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.202 us    |    mutex_unlock();
 1)   1.489 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.520 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.504 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.471 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.971 us    |          mutex_spin_on_owner();
 1)   1.452 us    |        }
 1)   1.797 us    |      }
 1)   2.174 us    |    }
 1)               |  /* mutex_start */
 1)   0.193 us    |    mutex_unlock();
 1)   3.466 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.241 us    |          mutex_spin_on_owner();
 1)   0.724 us    |          mutex_spin_on_owner();
 1)   1.782 us    |        }
 1)   2.116 us    |      }
 1)   2.488 us    |    }
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   3.843 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.339 us    |          mutex_spin_on_owner();
 1)   0.650 us    |          mutex_spin_on_owner();
 1)   1.704 us    |        }
 1)   2.039 us    |      }
 1)   2.380 us    |    }
 1)               |  /* mutex_start */
 1)   0.209 us    |    mutex_unlock();
 1)   3.723 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.214 us    |          mutex_spin_on_owner();
 1)   0.684 us    |          mutex_spin_on_owner();
 1)   1.644 us    |        }
 1)   1.971 us    |      }
 1)   2.322 us    |    }
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   3.616 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.353 us    |          mutex_spin_on_owner();
